Agency,Advertiser,Product,Estimate,Market Code,Market Rank,Market,Network,Station,Media Type,Week Of,Type of Demographic,Demographic,Air Date,Air Day,Air Time,ISCI Length,Air ISCI,Cmml Title,Aired Prg Name,Est Ratings,Act Ratings,Act Impression,Rtg Source,Air Count,Air Detected Event,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,1,AD18-54,01/08/2018,Monday,18:51:26,30,2TWNCTOK010,Nasacort OKeeffes,CBS Evening News With Jef,0.00,0.00,0,,1,1758884669,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,2,AD35-64,01/08/2018,Monday,18:51:26,30,2TWNCTOK010,Nasacort OKeeffes,CBS Evening News With Jef,0.00,0.00,0,,1,1758884669,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,1,AD18-54,01/09/2018,Tuesday,17:10:46,30,2TWNCTOK010,Nasacort OKeeffes,NewsChannel 15 First at 5,0.00,0.00,0,,1,1759775832,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,2,AD35-64,01/09/2018,Tuesday,17:10:46,30,2TWNCTOK010,Nasacort OKeeffes,NewsChannel 15 First at 5,0.00,0.00,0,,1,1759775832,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,1,AD18-54,01/13/2018,Saturday,00:09:06,30,2TWNCTOK020,Zantac OKeeffes,Person of Interest,0.00,0.00,0,,1,1763229085,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,2,AD35-64,01/13/2018,Saturday,00:09:06,30,2TWNCTOK020,Zantac OKeeffes,Person of Interest,0.00,0.00,0,,1,1763229085,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,1,AD18-54,01/14/2018,Sunday,23:21:34,30,2TWNCTOK020,Zantac OKeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1764036907,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/08/2018,2,AD35-64,01/14/2018,Sunday,23:21:34,30,2TWNCTOK020,Zantac OKeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1764036907,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,1,AD18-54,01/15/2018,Monday,17:21:33,30,2TWNCTOK010,Nasacort OKeeffes,NewsChannel 15 First at 5,0.00,0.00,0,,1,1764880199,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,2,AD35-64,01/15/2018,Monday,17:21:33,30,2TWNCTOK010,Nasacort OKeeffes,NewsChannel 15 First at 5,0.00,0.00,0,,1,1764880199,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,1,AD18-54,01/15/2018,Monday,18:09:47,30,2TWNCTOK010,Nasacort OKeeffes,News Channel 15 at 6,0.00,0.00,0,,1,1764880200,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,2,AD35-64,01/15/2018,Monday,18:09:47,30,2TWNCTOK010,Nasacort OKeeffes,News Channel 15 at 6,0.00,0.00,0,,1,1764880200,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,1,AD18-54,01/15/2018,Monday,23:13:35,30,2TWNCTOK030,Nasacort Okeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1764880202,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,2,AD35-64,01/15/2018,Monday,23:13:35,30,2TWNCTOK030,Nasacort Okeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1764880202,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,1,AD18-54,01/16/2018,Tuesday,17:21:16,30,2TWNCTOK010,Nasacort OKeeffes,NewsChannel 15 First at 5,0.00,0.00,0,,1,1765763563,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,2,AD35-64,01/16/2018,Tuesday,17:21:16,30,2TWNCTOK010,Nasacort OKeeffes,NewsChannel 15 First at 5,0.00,0.00,0,,1,1765763563,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,18:25:32,30,2TWNCTOK010,Nasacort OKeeffes,News Channel 15 at 6,0.00,0.00,0,,1,1768488239,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,18:25:32,30,2TWNCTOK010,Nasacort OKeeffes,News Channel 15 at 6,0.00,0.00,0,,1,1768488239,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,1,AD18-54,01/21/2018,Sunday,23:30:41,30,2TWNCTOK030,Nasacort Okeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1770399019,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/15/2018,2,AD35-64,01/21/2018,Sunday,23:30:41,30,2TWNCTOK030,Nasacort Okeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1770399019,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,1,AD18-54,01/23/2018,Tuesday,23:24:38,30,2TWNCTOK050,Big claims Allergery Days,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1772157587,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,2,AD35-64,01/23/2018,Tuesday,23:24:38,30,2TWNCTOK050,Big claims Allergery Days,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1772157587,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,17:21:56,30,2TWNCTOK040,Big Claims Zero Revised +,NewsChannel 15 First at 5,0.00,0.00,0,,1,1773061274,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,17:21:56,30,2TWNCTOK040,Big Claims Zero Revised +,NewsChannel 15 First at 5,0.00,0.00,0,,1,1773061274,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,18:28:41,30,2TWNCTOK040,Big Claims Zero Revised +,News Channel 15 at 6,0.00,0.00,0,,1,1773061275,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,18:28:41,30,2TWNCTOK040,Big Claims Zero Revised +,News Channel 15 at 6,0.00,0.00,0,,1,1773061275,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,1,AD18-54,01/28/2018,Sunday,23:22:14,30,2TWNCTOK050,Big claims Allergery Days,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1776600885,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/22/2018,2,AD35-64,01/28/2018,Sunday,23:22:14,30,2TWNCTOK050,Big claims Allergery Days,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1776600885,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/29/2018,1,AD18-54,01/29/2018,Monday,23:16:42,30,2TWNCTOK030,Nasacort Okeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1777435302,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,109,110,Ft. Wayne  IN,CBS,WANE,Spot,01/29/2018,2,AD35-64,01/29/2018,Monday,23:16:42,30,2TWNCTOK030,Nasacort Okeeffes,NewsChannel 15 Nightcast,0.00,0.00,0,,1,1777435302,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/01/2018,Monday,17:23:35,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 5PM,0.00,0.00,0,,1,1753006218,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/01/2018,Monday,17:23:35,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 5PM,0.00,0.00,0,,1,1753006218,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/01/2018,Monday,18:08:06,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1753006219,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/01/2018,Monday,18:08:06,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1753006219,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/01/2018,Monday,23:16:22,30,2TWNCTOK020,Zantac OKeeffes,News 10 at 11PM,0.00,0.00,0,,1,1753006220,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/01/2018,Monday,23:16:22,30,2TWNCTOK020,Zantac OKeeffes,News 10 at 11PM,0.00,0.00,0,,1,1753006220,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/02/2018,Tuesday,16:28:36,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1753848578,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/02/2018,Tuesday,16:28:36,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1753848578,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/03/2018,Wednesday,16:25:23,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1754744297,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/03/2018,Wednesday,16:25:23,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1754744297,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/04/2018,Thursday,18:28:21,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1755678396,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/04/2018,Thursday,18:28:21,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1755678396,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,1,AD18-54,01/06/2018,Saturday,18:28:37,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1757329273,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/01/2018,2,AD35-64,01/06/2018,Saturday,18:28:37,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1757329273,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,1,AD18-54,01/09/2018,Tuesday,16:06:00,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1759775572,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,2,AD35-64,01/09/2018,Tuesday,16:06:00,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1759775572,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,1,AD18-54,01/09/2018,Tuesday,17:24:52,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 5PM,0.00,0.00,0,,1,1759775573,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,2,AD35-64,01/09/2018,Tuesday,17:24:52,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 5PM,0.00,0.00,0,,1,1759775573,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,16:23:04,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1762372491,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,16:23:04,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1762372491,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,18:15:09,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1762372492,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,18:15:09,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1762372492,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,1,AD18-54,01/14/2018,Sunday,18:29:37,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1764036802,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/08/2018,2,AD35-64,01/14/2018,Sunday,18:29:37,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1764036802,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,1,AD18-54,01/18/2018,Thursday,16:24:31,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1767554594,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,2,AD35-64,01/18/2018,Thursday,16:24:31,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1767554594,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,16:15:16,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1768487940,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,16:15:16,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 4p,0.00,0.00,0,,1,1768487940,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,17:18:54,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 5PM,0.00,0.00,0,,1,1768487941,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,17:18:54,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 5PM,0.00,0.00,0,,1,1768487941,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,18:29:36,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1768487942,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,18:29:36,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1768487942,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,1,AD18-54,01/20/2018,Saturday,18:25:18,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1769399770,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,2,AD35-64,01/20/2018,Saturday,18:25:18,30,2TWNCTOK010,Nasacort OKeeffes,News 10 at 6PM,0.00,0.00,0,,1,1769399770,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,1,AD18-54,01/20/2018,Saturday,23:11:16,30,2TWNCTOK030,Nasacort Okeeffes,News 10 at 11PM,0.00,0.00,0,,1,1769399771,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/15/2018,2,AD35-64,01/20/2018,Saturday,23:11:16,30,2TWNCTOK030,Nasacort Okeeffes,News 10 at 11PM,0.00,0.00,0,,1,1769399771,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/23/2018,Tuesday,16:12:39,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 4p,0.00,0.00,0,,1,1772157334,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/23/2018,Tuesday,16:12:39,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 4p,0.00,0.00,0,,1,1772157334,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,16:25:31,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 4p,0.00,0.00,0,,1,1773061027,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,16:25:31,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 4p,0.00,0.00,0,,1,1773061027,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,23:13:13,30,2TWNCTOK050,Big claims Allergery Days,News 10 at 11PM,0.00,0.00,0,,1,1773061028,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,23:13:13,30,2TWNCTOK050,Big claims Allergery Days,News 10 at 11PM,0.00,0.00,0,,1,1773061028,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,23:31:38,30,2TWNCTOK050,Big claims Allergery Days,News 10 at 11PM,0.00,0.00,0,,1,1773061029,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,23:31:38,30,2TWNCTOK050,Big claims Allergery Days,News 10 at 11PM,0.00,0.00,0,,1,1773061029,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/26/2018,Friday,17:20:21,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 5PM,0.00,0.00,0,,1,1774913588,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/26/2018,Friday,17:20:21,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 5PM,0.00,0.00,0,,1,1774913588,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/26/2018,Friday,18:14:04,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 6PM,0.00,0.00,0,,1,1774913589,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/26/2018,Friday,18:14:04,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 6PM,0.00,0.00,0,,1,1774913589,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,1,AD18-54,01/27/2018,Saturday,18:10:23,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 6PM,0.00,0.00,0,,1,1775800597,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/22/2018,2,AD35-64,01/27/2018,Saturday,18:10:23,30,2TWNCTOK040,Big Claims Zero Revised +,News 10 at 6PM,0.00,0.00,0,,1,1775800597,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/29/2018,1,AD18-54,01/29/2018,Monday,23:23:47,30,2TWNCTOK030,Nasacort Okeeffes,News 10 at 11PM,0.00,0.00,0,,1,1777434969,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,151,113,Lansing  MI,NBC,WILX,Spot,01/29/2018,2,AD35-64,01/29/2018,Monday,23:23:47,30,2TWNCTOK030,Nasacort Okeeffes,News 10 at 11PM,0.00,0.00,0,,1,1777434969,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/01/2018,1,AD18-54,01/03/2018,Wednesday,18:20:02,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1754745297,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/01/2018,2,AD35-64,01/03/2018,Wednesday,18:20:02,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1754745297,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/01/2018,1,AD18-54,01/04/2018,Thursday,18:24:29,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1755679370,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/01/2018,2,AD35-64,01/04/2018,Thursday,18:24:29,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1755679370,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/08/2018,1,AD18-54,01/08/2018,Monday,17:20:44,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 5,0.00,0.00,0,,1,1758885403,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/08/2018,2,AD35-64,01/08/2018,Monday,17:20:44,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 5,0.00,0.00,0,,1,1758885403,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/08/2018,1,AD18-54,01/11/2018,Thursday,17:17:38,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 5,0.00,0.00,0,,1,1761493066,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/08/2018,2,AD35-64,01/11/2018,Thursday,17:17:38,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 5,0.00,0.00,0,,1,1761493066,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/15/2018,1,AD18-54,01/15/2018,Monday,18:39:00,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1764880970,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/15/2018,2,AD35-64,01/15/2018,Monday,18:39:00,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1764880970,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/15/2018,1,AD18-54,01/16/2018,Tuesday,18:53:18,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1765764542,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/15/2018,2,AD35-64,01/16/2018,Tuesday,18:53:18,30,2TWNCTOK010,Nasacort OKeeffes,Action News at 6,0.00,0.00,0,,1,1765764542,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,2000,428,125,Monterey-Salinas  CA,ABC,NSBW,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,18:53:36,30,2TWNCTOK040,Big Claims Zero Revised +,Action News at 6,0.00,0.00,0,,1,1773062192,
